PLAYER,TEAM,GP,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,GP_Per36,L_Per36,DRIVES_Per36,FGM_Per36,FGA_Per36,FG%_Per36,FTM_Per36,FTA_Per36,FT%_Per36,PTS_Per36,PTS%_Per36,PASS_Per36,PASS%_Per36,AST_Per36,AST%_Per36,TO_Per36,TOV%_Per36,PF_Per36,PF%_Per36
Dario Šarić,DEN,9,9,140,12,3,7,42.9,0,2,0.0,6,50.0,4,33.3,1,8.3,0,0.0,1,8.3,2.314285714285714,2.314285714285714,3.085714285714286,0.7714285714285715,1.8,11.031428571428572,0.0,0.5142857142857142,0.0,1.542857142857143,12.857142857142858,1.0285714285714285,8.562857142857142,0.2571428571428571,2.1342857142857143,0.0,0.0,0.2571428571428571,2.1342857142857143
DeAndre Jordan,DEN,19,19,240,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.8499999999999996,2.8499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Tyson,DEN,21,21,132,8,3,5,60.0,0,0,0.0,6,75.0,3,37.5,1,12.5,0,0.0,0,0.0,5.7272727272727275,5.7272727272727275,2.1818181818181817,0.8181818181818182,1.3636363636363638,16.363636363636363,0.0,0.0,0.0,1.6363636363636365,20.454545454545457,0.8181818181818182,10.227272727272728,0.2727272727272727,3.409090909090909,0.0,0.0,0.0,0.0
Jalen Pickett,DEN,18,18,268,41,5,9,55.6,2,2,100.0,12,29.3,30,73.2,8,19.5,1,2.4,1,2.4,2.417910447761194,2.417910447761194,5.507462686567164,0.6716417910447761,1.208955223880597,7.468656716417911,0.26865671641791045,0.26865671641791045,13.432835820895523,1.6119402985074627,3.9358208955223883,4.029850746268657,9.832835820895522,1.0746268656716418,2.6194029850746268,0.13432835820895522,0.32238805970149254,0.13432835820895522,0.32238805970149254
Jamal Murray,DEN,26,26,959,285,64,136,47.1,20,20,100.0,153,53.7,114,40.0,41,14.4,15,5.3,10,3.5,0.9760166840458812,0.9760166840458812,10.69864442127216,2.402502606882169,5.105318039624609,1.7680917622523462,0.7507820646506778,0.7507820646506778,3.753910323253389,5.743482794577685,2.0158498435870698,4.2794577685088635,1.5015641293013555,1.5391032325338896,0.5405630865484881,0.5630865484880084,0.1989572471324296,0.3753910323253389,0.13138686131386862
Julian Strawther,DEN,24,24,432,65,16,40,40.0,11,12,91.7,43,66.2,15,23.1,6,9.2,3,4.6,6,9.2,2.0,2.0,5.416666666666667,1.3333333333333333,3.333333333333333,3.333333333333333,0.9166666666666666,1.0,7.641666666666667,3.583333333333333,5.5166666666666675,1.25,1.9250000000000003,0.5,0.7666666666666666,0.25,0.3833333333333333,0.5,0.7666666666666666
Michael Porter Jr.,DEN,30,30,1025,91,24,46,52.2,12,18,66.7,60,65.9,23,25.3,6,6.6,10,11.0,9,9.9,1.053658536585366,1.053658536585366,3.1960975609756095,0.8429268292682927,1.6156097560975609,1.8333658536585367,0.4214634146341463,0.6321951219512196,2.3426341463414637,2.107317073170732,2.314536585365854,0.8078048780487804,0.8885853658536585,0.21073170731707316,0.23180487804878047,0.35121951219512193,0.38634146341463416,0.3160975609756098,0.3477073170731707
Nikola Jokić,DEN,24,24,911,149,37,71,52.1,16,22,72.7,92,61.7,54,36.2,12,8.1,5,3.4,11,7.4,0.9484083424807903,0.9484083424807903,5.888035126234907,1.4621295279912185,2.805708013172338,2.058836443468716,0.6322722283205269,0.8693743139407245,2.872886937431394,3.63556531284303,2.438199780461032,2.1339187705817784,1.4305159165751922,0.47420417124039516,0.32008781558726673,0.19758507135016468,0.13435784851811197,0.43468715697036225,0.2924259055982437
PJ Hall,DEN,7,7,29,3,1,1,100.0,2,2,100.0,4,133.3,1,33.3,0,0.0,0,0.0,1,33.3,8.689655172413794,8.689655172413794,3.7241379310344827,1.2413793103448276,1.2413793103448276,124.13793103448275,2.4827586206896552,2.4827586206896552,124.13793103448275,4.9655172413793105,165.47586206896554,1.2413793103448276,41.33793103448276,0.0,0.0,0.0,0.0,1.2413793103448276,41.33793103448276
Peyton Watson,DEN,28,28,672,47,11,20,55.0,7,8,87.5,29,61.7,20,42.6,3,6.4,3,6.4,4,8.5,1.5,1.5,2.517857142857143,0.5892857142857143,1.0714285714285714,2.9464285714285716,0.375,0.42857142857142855,4.6875,1.5535714285714286,3.305357142857143,1.0714285714285714,2.282142857142857,0.1607142857142857,0.34285714285714286,0.1607142857142857,0.34285714285714286,0.21428571428571427,0.45535714285714285
Russell Westbrook,DEN,32,32,907,295,50,107,46.7,18,32,56.3,122,41.4,135,45.8,22,7.5,29,9.8,16,5.4,1.2701212789415657,1.2701212789415657,11.708930540242557,1.984564498346196,4.24696802646086,1.8535832414553475,0.7144432194046307,1.2701212789415657,2.234619625137817,4.842337375964719,1.6432194046306503,5.35832414553473,1.8178610804851156,0.8732083792723263,0.29768467475192945,1.1510474090407938,0.3889746416758545,0.6350606394707828,0.21433296582138922
Spencer Jones,DEN,7,7,70,4,1,3,33.3,0,0,0.0,2,50.0,1,25.0,0,0.0,0,0.0,0,0.0,3.6,3.6,2.057142857142857,0.5142857142857142,1.542857142857143,17.125714285714285,0.0,0.0,0.0,1.0285714285714285,25.714285714285715,0.5142857142857142,12.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0
Trey Alexander,DEN,9,9,48,16,1,5,20.0,0,0,0.0,2,12.5,10,62.5,2,12.5,1,6.3,0,0.0,6.75,6.75,12.0,0.75,3.75,15.0,0.0,0.0,0.0,1.5,9.375,7.5,46.875,1.5,9.375,0.75,4.7250000000000005,0.0,0.0
Vlatko Čančar,DEN,11,11,101,2,1,1,100.0,0,0,0.0,2,100.0,1,50.0,0,0.0,0,0.0,0,0.0,3.9207920792079207,3.9207920792079207,0.7128712871287128,0.3564356435643564,0.3564356435643564,35.64356435643565,0.0,0.0,0.0,0.7128712871287128,35.64356435643565,0.3564356435643564,17.821782178217823,0.0,0.0,0.0,0.0,0.0,0.0
Zeke Nnaji,DEN,21,21,192,8,0,5,0.0,0,0,0.0,0,0.0,3,37.5,1,12.5,0,0.0,0,0.0,3.9375,3.9375,1.5,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,7.03125,0.1875,2.34375,0.0,0.0,0.0,0.0
Ausar Thompson,DET,25,25,565,114,25,55,45.5,14,20,70.0,64,56.1,37,32.5,8,7.0,9,7.9,10,8.8,1.592920353982301,1.592920353982301,7.263716814159292,1.592920353982301,3.504424778761062,2.8991150442477878,0.8920353982300885,1.2743362831858407,4.460176991150442,4.07787610619469,3.574513274336283,2.3575221238938053,2.0707964601769913,0.5097345132743363,0.44601769911504424,0.5734513274336284,0.5033628318584071,0.6371681415929203,0.56070796460177
Bobi Klintman,DET,4,4,31,5,1,1,100.0,0,0,0.0,2,40.0,4,80.0,2,40.0,0,0.0,0,0.0,4.64516129032258,4.64516129032258,5.806451612903226,1.161290322580645,1.161290322580645,116.12903225806451,0.0,0.0,0.0,2.32258064516129,46.45161290322581,4.64516129032258,92.90322580645162,2.32258064516129,46.45161290322581,0.0,0.0,0.0,0.0
Cade Cunningham,DET,32,32,1143,599,169,333,50.8,74,86,86.0,425,71.0,173,28.9,52,8.7,34,5.7,43,7.2,1.0078740157480315,1.0078740157480315,18.866141732283463,5.322834645669291,10.488188976377952,1.5999999999999999,2.330708661417323,2.7086614173228347,2.7086614173228347,13.385826771653543,2.236220472440945,5.448818897637795,0.9102362204724409,1.6377952755905512,0.27401574803149603,1.0708661417322833,0.1795275590551181,1.3543307086614174,0.22677165354330708
Daniss Jenkins,DET,4,4,18,3,1,1,100.0,0,2,0.0,2,66.7,1,33.3,0,0.0,0,0.0,1,33.3,8.0,8.0,6.0,2.0,2.0,200.0,0.0,4.0,0.0,4.0,133.4,2.0,66.6,0.0,0.0,0.0,0.0,2.0,66.6
Dennis Schröder,DET,38,38,1106,401,67,154,43.5,36,48,75.0,175,43.6,182,45.4,52,13.0,27,6.7,24,6.0,1.2368896925858952,1.2368896925858952,13.05244122965642,2.1808318264014463,5.012658227848101,1.4159132007233273,1.1717902350813745,1.562386980108499,2.4412296564195297,5.69620253164557,1.4191681735985533,5.924050632911392,1.4777576853526222,1.6925858951175408,0.4231464737793852,0.8788426763110307,0.21808318264014467,0.7811934900542495,0.19529837251356238
Isaiah Stewart,DET,34,34,660,11,3,4,75.0,0,0,0.0,6,54.5,5,45.5,1,9.1,2,18.2,0,0.0,1.8545454545454545,1.8545454545454545,0.6,0.16363636363636364,0.21818181818181817,4.090909090909091,0.0,0.0,0.0,0.32727272727272727,2.9727272727272727,0.2727272727272727,2.481818181818182,0.05454545454545454,0.4963636363636364,0.10909090909090909,0.9927272727272728,0.0,0.0
Jaden Ivey,DET,16,16,447,151,26,74,35.1,23,30,76.7,77,51.0,43,28.5,13,8.6,17,11.3,15,9.9,1.2885906040268456,1.2885906040268456,12.161073825503355,2.0939597315436242,5.959731543624161,2.826845637583893,1.8523489932885906,2.4161073825503356,6.177181208053692,6.201342281879194,4.10738255033557,3.4630872483221475,2.295302013422819,1.0469798657718121,0.6926174496644295,1.3691275167785235,0.9100671140939598,1.2080536912751678,0.7973154362416107
Jalen Duren,DET,35,35,889,61,16,32,50.0,12,18,66.7,46,75.4,13,21.3,1,1.6,5,8.2,10,16.4,1.4173228346456692,1.4173228346456692,2.4701912260967376,0.6479190101237347,1.2958380202474693,2.0247469066366706,0.4859392575928009,0.7289088863892014,2.7010123734533185,1.862767154105737,3.053318335208099,0.5264341957255343,0.8625421822272217,0.040494938132733416,0.06479190101237346,0.20247469066366702,0.3320584926884139,0.40494938132733405,0.6641169853768278
Lindy Waters III,DET,25,25,443,28,6,16,37.5,0,0,0.0,12,42.9,9,32.1,0,0.0,3,10.7,0,0.0,2.0316027088036117,2.0316027088036117,2.275395033860045,0.4875846501128668,1.3002257336343115,3.0474040632054176,0.0,0.0,0.0,0.9751693002257336,3.4862302483069976,0.7313769751693002,2.6085778781038376,0.0,0.0,0.2437923250564334,0.8695259593679459,0.0,0.0
Malik Beasley,DET,38,38,1059,115,29,73,39.7,7,12,58.3,67,58.3,29,25.2,12,10.4,6,5.2,6,5.2,1.291784702549575,1.291784702549575,3.909348441926346,0.9858356940509915,2.481586402266289,1.3495750708215297,0.23796033994334276,0.4079320113314448,1.981869688385269,2.2776203966005664,1.981869688385269,0.9858356940509915,0.8566572237960339,0.4079320113314448,0.35354107648725214,0.2039660056657224,0.17677053824362607,0.2039660056657224,0.17677053824362607
Marcus Sasser,DET,27,27,395,105,27,46,58.7,0,0,0.0,58,55.2,46,43.8,14,13.3,7,6.7,0,0.0,2.4607594936708863,2.4607594936708863,9.569620253164556,2.4607594936708863,4.192405063291139,5.349873417721519,0.0,0.0,0.0,5.286075949367088,5.030886075949367,4.192405063291139,3.991898734177215,1.2759493670886077,1.2121518987341773,0.6379746835443039,0.610632911392405,0.0,0.0
Paul Reed,DET,23,23,247,20,5,12,41.7,5,6,83.3,15,75.0,5,25.0,1,5.0,0,0.0,3,15.0,3.3522267206477734,3.3522267206477734,2.91497975708502,0.728744939271255,1.7489878542510122,6.077732793522268,0.728744939271255,0.8744939271255061,12.140890688259109,2.186234817813765,10.931174089068826,0.728744939271255,3.643724696356275,0.145748987854251,0.728744939271255,0.0,0.0,0.43724696356275305,2.186234817813765
Ronald Holland II,DET,37,37,566,94,21,44,47.7,10,16,62.5,54,57.4,27,28.7,3,3.2,12,12.8,8,8.5,2.3533568904593642,2.3533568904593642,5.978798586572438,1.3356890459363957,2.7985865724381624,3.0339222614840993,0.6360424028268552,1.017667844522968,3.9752650176678443,3.4346289752650176,3.6508833922261483,1.7173144876325088,1.8254416961130742,0.19081272084805656,0.20353356890459368,0.7632508833922262,0.8141342756183747,0.508833922261484,0.5406360424028268
Simone Fontecchio,DET,37,37,600,53,13,27,48.1,8,10,80.0,35,66.0,13,24.5,1,1.9,6,11.3,5,9.4,2.22,2.22,3.18,0.78,1.6199999999999999,2.886,0.48000000000000004,0.6,4.8,2.1,3.96,0.78,1.47,0.060000000000000005,0.11399999999999999,0.36,0.678,0.3,0.564
Tim Hardaway Jr.,DET,36,36,986,65,18,46,39.1,11,14,78.6,51,78.5,9,13.8,4,6.2,2,3.1,7,10.8,1.3144016227180528,1.3144016227180528,2.3732251521298178,0.6572008113590264,1.6795131845841784,1.427586206896552,0.4016227180527383,0.511156186612576,2.869776876267748,1.8620689655172413,2.866125760649087,0.3286004056795132,0.5038539553752536,0.1460446247464503,0.22636916835699797,0.07302231237322515,0.11318458417849898,0.255578093306288,0.39432048681541587
Tobias Harris,DET,33,33,1008,117,36,81,44.4,11,12,91.7,85,72.6,20,17.1,2,1.7,8,6.8,6,5.1,1.1785714285714286,1.1785714285714286,4.178571428571429,1.2857142857142856,2.8928571428571432,1.5857142857142856,0.39285714285714285,0.42857142857142855,3.275,3.035714285714286,2.5928571428571425,0.7142857142857142,0.6107142857142858,0.07142857142857142,0.06071428571428571,0.2857142857142857,0.24285714285714283,0.21428571428571427,0.1821428571428571
Brandin Podziemski,GSW,26,26,713,148,29,61,47.5,12,16,75.0,73,49.3,68,45.9,18,12.2,7,4.7,8,5.4,1.3127629733520336,1.3127629733520336,7.4726507713884995,1.4642356241234222,3.079943899018233,2.3983169705469845,0.605890603085554,0.8078541374474053,3.7868162692847123,3.685834502103787,2.4892005610098176,3.4333800841514726,2.317531556802244,0.908835904628331,0.6159887798036465,0.3534361851332398,0.23730715287517531,0.40392706872370265,0.2726507713884993
Buddy Hield,GSW,34,34,781,87,15,38,39.5,2,2,100.0,32,36.8,39,44.8,3,3.4,9,10.3,1,1.1,1.5672215108834826,1.5672215108834826,4.010243277848912,0.6914212548015364,1.7516005121638925,1.820742637644046,0.09218950064020487,0.09218950064020487,4.609475032010243,1.475032010243278,1.6962868117797694,1.7976952624839948,2.0650448143405886,0.1382842509603073,0.15672215108834825,0.41485275288092194,0.47477592829705506,0.046094750320102434,0.05070422535211268
Draymond Green,GSW,26,26,765,81,17,33,51.5,6,8,75.0,42,51.9,33,40.7,6,7.4,8,9.9,4,4.9,1.2235294117647058,1.2235294117647058,3.8117647058823527,0.8,1.5529411764705883,2.4235294117647057,0.2823529411764706,0.3764705882352941,3.5294117647058822,1.9764705882352942,2.4423529411764706,1.5529411764705883,1.915294117647059,0.2823529411764706,0.34823529411764703,0.3764705882352941,0.46588235294117647,0.18823529411764706,0.23058823529411768
Gary Payton II,GSW,26,26,382,23,10,16,62.5,1,2,50.0,22,95.7,5,21.7,1,4.3,0,0.0,1,4.3,2.450261780104712,2.450261780104712,2.167539267015707,0.9424083769633508,1.5078534031413613,5.890052356020942,0.09424083769633508,0.18848167539267016,4.712041884816754,2.0732984293193715,9.018848167539266,0.4712041884816754,2.045026178010471,0.09424083769633508,0.4052356020942408,0.0,0.0,0.09424083769633508,0.4052356020942408
Gui Santos,GSW,20,20,252,19,3,5,60.0,1,2,50.0,7,36.8,9,47.4,2,10.5,3,15.8,1,5.3,2.8571428571428568,2.8571428571428568,2.714285714285714,0.42857142857142855,0.7142857142857142,8.571428571428571,0.14285714285714285,0.2857142857142857,7.142857142857142,1.0,5.257142857142856,1.2857142857142856,6.771428571428571,0.2857142857142857,1.5,0.42857142857142855,2.257142857142857,0.14285714285714285,0.7571428571428571
Jackson Rowe,GSW,2,2,29,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.4827586206896552,2.4827586206896552,1.2413793103448276,0.0,1.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Butler III,GSW,19,19,606,228,37,66,56.1,43,50,86.0,118,51.8,126,55.3,30,13.2,8,3.5,25,11.0,1.1287128712871286,1.1287128712871286,13.544554455445544,2.198019801980198,3.9207920792079207,3.3326732673267325,2.5544554455445545,2.9702970297029703,5.108910891089109,7.00990099009901,3.0772277227722773,7.485148514851485,3.2851485148514845,1.7821782178217822,0.7841584158415841,0.4752475247524752,0.2079207920792079,1.4851485148514851,0.6534653465346535
Jonathan Kuminga,GSW,19,19,506,192,38,97,39.2,31,48,64.6,108,56.3,56,29.2,9,4.7,10,5.2,25,13.0,1.3517786561264822,1.3517786561264822,13.660079051383399,2.7035573122529644,6.901185770750988,2.788932806324111,2.205533596837945,3.4150197628458496,4.596047430830039,7.683794466403162,4.005533596837944,3.984189723320158,2.0774703557312253,0.6403162055335969,0.33438735177865614,0.7114624505928854,0.36996047430830037,1.7786561264822134,0.924901185770751
Kevin Knox II,GSW,3,3,13,2,0,1,0.0,0,0,0.0,0,0.0,1,50.0,0,0.0,0,0.0,0,0.0,8.307692307692308,8.307692307692308,5.538461538461538,0.0,2.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,2.769230769230769,138.46153846153845,0.0,0.0,0.0,0.0,0.0,0.0
Kevon Looney,GSW,31,31,450,21,7,12,58.3,0,0,0.0,14,66.7,8,38.1,5,23.8,1,4.8,0,0.0,2.48,2.48,1.6800000000000002,0.5599999999999999,0.9600000000000001,4.664000000000001,0.0,0.0,0.0,1.1199999999999999,5.336,0.64,3.048,0.4,1.904,0.08,0.384,0.0,0.0
Moses Moody,GSW,29,29,620,100,21,46,45.7,7,10,70.0,52,52.0,38,38.0,11,11.0,6,6.0,5,5.0,1.6838709677419355,1.6838709677419355,5.806451612903226,1.2193548387096775,2.670967741935484,2.6535483870967744,0.4064516129032258,0.5806451612903225,4.064516129032258,3.0193548387096776,3.0193548387096776,2.206451612903226,2.206451612903226,0.6387096774193548,0.6387096774193548,0.34838709677419355,0.34838709677419355,0.29032258064516125,0.29032258064516125
Pat Spencer,GSW,15,15,128,39,11,21,52.4,1,2,50.0,24,61.5,13,33.3,7,17.9,2,5.1,1,2.6,4.21875,4.21875,10.96875,3.09375,5.90625,14.737499999999999,0.28125,0.5625,14.0625,6.75,17.296875,3.65625,9.365625,1.96875,5.034375,0.5625,1.434375,0.28125,0.7312500000000001
Quinten Post,GSW,16,16,223,8,2,6,33.3,0,0,0.0,5,62.5,2,25.0,1,12.5,0,0.0,0,0.0,2.5829596412556053,2.5829596412556053,1.2914798206278026,0.32286995515695066,0.968609865470852,5.375784753363228,0.0,0.0,0.0,0.8071748878923767,10.089686098654708,0.32286995515695066,4.0358744394618835,0.16143497757847533,2.0179372197309418,0.0,0.0,0.0,0.0
Stephen Curry,GSW,29,29,948,272,48,106,45.3,30,30,100.0,129,47.4,119,43.8,22,8.1,24,8.8,15,5.5,1.1012658227848102,1.1012658227848102,10.329113924050633,1.8227848101265822,4.025316455696203,1.7202531645569619,1.139240506329114,1.139240506329114,3.79746835443038,4.89873417721519,1.7999999999999998,4.518987341772152,1.6632911392405063,0.8354430379746836,0.3075949367088608,0.9113924050632911,0.3341772151898735,0.569620253164557,0.2088607594936709
Trayce Jackson-Davis,GSW,29,29,496,29,3,19,15.8,2,2,100.0,9,31.0,9,31.0,4,13.8,0,0.0,1,3.4,2.104838709677419,2.104838709677419,2.104838709677419,0.21774193548387097,1.3790322580645162,1.146774193548387,0.14516129032258063,0.14516129032258063,7.258064516129032,0.653225806451613,2.25,0.653225806451613,2.25,0.29032258064516125,1.0016129032258065,0.0,0.0,0.07258064516129031,0.2467741935483871
Aaron Holiday,HOU,23,23,306,80,14,24,58.3,0,0,0.0,30,37.5,47,58.8,8,10.0,7,8.8,0,0.0,2.705882352941176,2.705882352941176,9.411764705882353,1.6470588235294117,2.8235294117647056,6.858823529411764,0.0,0.0,0.0,3.5294117647058822,4.411764705882352,5.529411764705882,6.917647058823529,0.9411764705882353,1.1764705882352942,0.8235294117647058,1.035294117647059,0.0,0.0
Alperen Sengun,HOU,24,24,776,192,54,106,50.9,27,40,67.5,139,72.4,48,25.0,17,8.9,14,7.3,20,10.4,1.1134020618556701,1.1134020618556701,8.907216494845361,2.5051546391752577,4.917525773195876,2.361340206185567,1.2525773195876289,1.8556701030927834,3.131443298969072,6.448453608247423,3.358762886597938,2.2268041237113403,1.1597938144329896,0.788659793814433,0.41288659793814436,0.6494845360824741,0.33865979381443295,0.9278350515463917,0.4824742268041238
Amen Thompson,HOU,26,26,861,217,38,89,42.7,19,28,67.9,98,45.2,89,41.0,19,8.8,21,9.7,14,6.5,1.0871080139372822,1.0871080139372822,9.073170731707316,1.5888501742160277,3.721254355400697,1.7853658536585368,0.7944250871080138,1.1707317073170733,2.8390243902439027,4.097560975609756,1.8898954703832753,3.721254355400697,1.7142857142857142,0.7944250871080138,0.3679442508710801,0.8780487804878049,0.405574912891986,0.5853658536585367,0.27177700348432055
Cam Whitmore,HOU,21,21,412,64,10,38,26.3,5,6,83.3,25,39.1,16,25.0,3,4.7,5,7.8,3,4.7,1.8349514563106795,1.8349514563106795,5.592233009708737,0.8737864077669902,3.320388349514563,2.2980582524271846,0.4368932038834951,0.5242718446601942,7.278640776699029,2.1844660194174756,3.416504854368932,1.3980582524271843,2.1844660194174756,0.2621359223300971,0.41067961165048544,0.4368932038834951,0.6815533980582524,0.2621359223300971,0.41067961165048544
David Roddy,HOU,24,24,309,74,20,33,60.6,10,12,83.3,51,68.9,28,37.8,7,9.5,6,8.1,6,8.1,2.7961165048543686,2.7961165048543686,8.62135922330097,2.3300970873786406,3.844660194174757,7.060194174757282,1.1650485436893203,1.3980582524271843,9.70485436893204,5.941747572815534,8.027184466019419,3.2621359223300974,4.403883495145631,0.8155339805825244,1.1067961165048543,0.6990291262135921,0.9436893203883494,0.6990291262135921,0.9436893203883494
Dillon Brooks,HOU,26,26,810,107,26,67,38.8,14,16,87.5,69,64.5,22,20.6,8,7.5,10,9.3,8,7.5,1.1555555555555557,1.1555555555555557,4.755555555555555,1.1555555555555557,2.977777777777778,1.7244444444444444,0.6222222222222221,0.7111111111111111,3.888888888888889,3.0666666666666664,2.8666666666666667,0.9777777777777777,0.9155555555555556,0.35555555555555557,0.3333333333333333,0.4444444444444444,0.4133333333333334,0.35555555555555557,0.3333333333333333
Fred VanVleet,HOU,19,19,666,151,19,47,40.4,11,14,78.6,52,34.4,88,58.3,15,9.9,3,2.0,7,4.6,1.027027027027027,1.027027027027027,8.162162162162161,1.027027027027027,2.540540540540541,2.1837837837837837,0.5945945945945945,0.7567567567567568,4.248648648648648,2.810810810810811,1.8594594594594593,4.756756756756756,3.151351351351351,0.8108108108108107,0.5351351351351352,0.16216216216216217,0.10810810810810811,0.3783783783783784,0.24864864864864863
Jabari Smith Jr.,HOU,17,17,520,31,10,20,50.0,6,6,100.0,26,83.9,7,22.6,2,6.5,1,3.2,3,9.7,1.176923076923077,1.176923076923077,2.146153846153846,0.6923076923076923,1.3846153846153846,3.4615384615384617,0.4153846153846154,0.4153846153846154,6.923076923076923,1.8,5.808461538461539,0.48461538461538467,1.5646153846153845,0.13846153846153847,0.45,0.06923076923076923,0.22153846153846155,0.2076923076923077,0.6715384615384615
Jack McVeigh,HOU,4,4,28,1,0,0,0.0,0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,5.142857142857142,5.142857142857142,1.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142856,128.57142857142858,0.0,0.0,0.0,0.0,0.0,0.0
Jae'Sean Tate,HOU,14,14,169,29,5,14,35.7,2,2,100.0,13,44.8,11,37.9,1,3.4,1,3.4,1,3.4,2.9822485207100593,2.9822485207100593,6.177514792899408,1.0650887573964496,2.9822485207100593,7.604733727810651,0.4260355029585799,0.4260355029585799,21.301775147928996,2.769230769230769,9.543195266272189,2.3431952662721893,8.073372781065089,0.21301775147928995,0.7242603550295859,0.21301775147928995,0.7242603550295859,0.21301775147928995,0.7242603550295859
Jalen Green,HOU,30,30,970,331,75,170,44.1,45,52,86.5,199,60.1,99,29.9,17,5.1,22,6.6,26,7.9,1.1134020618556701,1.1134020618556701,12.284536082474228,2.783505154639175,6.309278350515464,1.636701030927835,1.6701030927835052,1.9298969072164947,3.2103092783505156,7.385567010309278,2.2305154639175258,3.674226804123711,1.1096907216494845,0.6309278350515464,0.18927835051546393,0.8164948453608247,0.2449484536082474,0.9649484536082473,0.29319587628865984
Jeff Green,HOU,12,12,181,9,5,6,83.3,2,2,100.0,12,133.3,2,22.2,0,0.0,0,0.0,1,11.1,2.386740331491713,2.386740331491713,1.7900552486187844,0.9944751381215469,1.1933701657458564,16.567955801104972,0.39779005524861877,0.39779005524861877,19.88950276243094,2.386740331491713,26.512707182320444,0.39779005524861877,4.415469613259669,0.0,0.0,0.0,0.0,0.19889502762430938,2.2077348066298343
Jock Landale,HOU,16,16,217,4,2,2,100.0,0,0,0.0,5,125.0,2,50.0,1,25.0,0,0.0,0,0.0,2.654377880184332,2.654377880184332,0.663594470046083,0.3317972350230415,0.3317972350230415,16.589861751152075,0.0,0.0,0.0,0.8294930875576038,20.73732718894009,0.3317972350230415,8.294930875576037,0.16589861751152074,4.147465437788019,0.0,0.0,0.0,0.0
Nate Williams,HOU,6,6,98,29,11,21,52.4,2,2,100.0,24,82.8,3,10.3,1,3.4,3,10.3,1,3.4,2.204081632653061,2.204081632653061,10.653061224489797,4.040816326530612,7.7142857142857135,19.248979591836733,0.7346938775510203,0.7346938775510203,36.734693877551024,8.816326530612244,30.416326530612242,1.1020408163265305,3.7836734693877556,0.36734693877551017,1.2489795918367346,1.1020408163265305,3.7836734693877556,0.36734693877551017,1.2489795918367346
Reed Sheppard,HOU,22,22,325,47,13,28,46.4,0,0,0.0,26,55.3,14,29.8,3,6.4,5,10.6,0,0.0,2.436923076923077,2.436923076923077,5.206153846153846,1.44,3.1015384615384614,5.139692307692307,0.0,0.0,0.0,2.88,6.125538461538461,1.5507692307692307,3.3009230769230773,0.33230769230769236,0.708923076923077,0.5538461538461539,1.174153846153846,0.0,0.0
Steven Adams,HOU,20,20,286,7,1,4,25.0,0,0,0.0,2,28.6,2,28.6,2,28.6,1,14.3,0,0.0,2.5174825174825175,2.5174825174825175,0.8811188811188811,0.1258741258741259,0.5034965034965035,3.1468531468531467,0.0,0.0,0.0,0.2517482517482518,3.6,0.2517482517482518,3.6,0.2517482517482518,3.6,0.1258741258741259,1.8,0.0,0.0
Tari Eason,HOU,21,21,514,91,23,52,44.2,4,6,66.7,51,56.0,24,26.4,5,5.5,11,12.1,3,3.3,1.4708171206225682,1.4708171206225682,6.373540856031129,1.6108949416342413,3.642023346303502,3.0957198443579768,0.2801556420233463,0.42023346303501946,4.6715953307393,3.571984435797665,3.9221789883268485,1.6809338521400778,1.8490272373540855,0.35019455252918286,0.3852140077821012,0.7704280155642024,0.8474708171206226,0.21011673151750973,0.23112840466926068
Aaron Nesmith,IND,16,16,396,58,17,31,54.8,6,6,100.0,43,74.1,20,34.5,4,6.9,2,3.4,3,5.2,1.4545454545454546,1.4545454545454546,5.2727272727272725,1.5454545454545454,2.8181818181818183,4.981818181818182,0.5454545454545454,0.5454545454545454,9.090909090909092,3.909090909090909,6.736363636363635,1.8181818181818181,3.1363636363636367,0.36363636363636365,0.6272727272727273,0.18181818181818182,0.3090909090909091,0.2727272727272727,0.4727272727272728
Andrew Nembhard,IND,21,21,598,214,34,65,52.3,27,30,90.0,98,45.8,109,50.9,18,8.4,17,7.9,15,7.0,1.2642140468227423,1.2642140468227423,12.882943143812708,2.0468227424749164,3.9130434782608696,3.148494983277592,1.6254180602006687,1.8060200668896322,5.418060200668897,5.899665551839465,2.757190635451505,6.561872909698996,3.0642140468227423,1.0836120401337792,0.505685618729097,1.0234113712374582,0.4755852842809365,0.9030100334448161,0.42140468227424743
