PLAYER,TEAM,GP,W,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%,GP_Per36,W_Per36,DRIVES_Per36,FGM_Per36,FGA_Per36,FG%_Per36,FTM_Per36,FTA_Per36,FT%_Per36,PTS_Per36,PTS%_Per36,PASS_Per36,PASS%_Per36,AST_Per36,AST%_Per36,TO_Per36,TOV%_Per36,PF_Per36,PF%_Per36
Kessler Edwards,DAL,17,17,220,17,2,7,28.6,0,0,0.0,4,23.5,9,52.9,4,23.5,0,0.0,0,0.0,2.7818181818181817,2.7818181818181817,2.7818181818181817,0.32727272727272727,1.1454545454545453,4.68,0.0,0.0,0.0,0.6545454545454545,3.8454545454545452,1.4727272727272727,8.656363636363636,0.6545454545454545,3.8454545454545452,0.0,0.0,0.0,0.0
Klay Thompson,DAL,33,33,857,120,21,45,46.7,8,10,80.0,50,41.7,61,50.8,17,14.2,5,4.2,5,4.2,1.3862310385064178,1.3862310385064178,5.040840140023337,0.882147024504084,1.8903150525087513,1.9617269544924156,0.3360560093348891,0.4200700116686114,3.3605600933488913,2.100350058343057,1.7516919486581097,2.5624270711785297,2.133955659276546,0.7141190198366395,0.5964994165694282,0.2100350058343057,0.17642940490081682,0.2100350058343057,0.17642940490081682
Kyrie Irving,DAL,28,28,984,297,73,156,46.8,37,38,97.4,192,64.6,98,33.0,28,9.4,18,6.1,19,6.4,1.024390243902439,1.024390243902439,10.865853658536585,2.6707317073170733,5.7073170731707314,1.7121951219512193,1.353658536585366,1.3902439024390245,3.5634146341463415,7.024390243902439,2.3634146341463413,3.5853658536585367,1.207317073170732,1.024390243902439,0.34390243902439027,0.6585365853658536,0.22317073170731705,0.6951219512195123,0.23414634146341462
Max Christie,DAL,40,40,1063,160,26,63,41.3,32,36,88.9,86,53.8,62,38.8,16,10.0,14,8.8,18,11.3,1.3546566321730948,1.3546566321730948,5.418626528692379,0.8805268109125118,2.1335841956726247,1.3986829727187207,1.0837253057384761,1.2191909689557854,3.010724365004704,2.9125117591721543,1.8220131702728126,2.099717779868297,1.3140169332079021,0.5418626528692381,0.3386641580432737,0.4741298212605833,0.2980244590780809,0.6095954844778927,0.38269049858889936
Moses Brown,DAL,5,5,69,3,1,2,50.0,1,2,50.0,3,100.0,0,0.0,0,0.0,0,0.0,1,33.3,2.608695652173913,2.608695652173913,1.5652173913043477,0.5217391304347826,1.0434782608695652,26.08695652173913,0.5217391304347826,1.0434782608695652,26.08695652173913,1.5652173913043477,52.17391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,17.373913043478257
Naji Marshall,DAL,32,32,825,223,67,120,55.8,21,22,95.5,158,70.9,71,31.8,21,9.4,14,6.3,11,4.9,1.3963636363636365,1.3963636363636365,9.730909090909092,2.9236363636363634,5.236363636363636,2.4349090909090907,0.9163636363636364,0.9600000000000001,4.167272727272727,6.8945454545454545,3.093818181818182,3.098181818181818,1.3876363636363638,0.9163636363636364,0.4101818181818182,0.610909090909091,0.27490909090909094,0.48000000000000004,0.21381818181818182
Olivier-Maxence Prosper,DAL,27,27,267,50,11,24,45.8,10,14,71.4,33,66.0,18,36.0,2,4.0,1,2.0,7,14.0,3.640449438202247,3.640449438202247,6.741573033707866,1.4831460674157302,3.235955056179775,6.175280898876404,1.348314606741573,1.8876404494382024,9.626966292134831,4.449438202247191,8.898876404494382,2.426966292134831,4.853932584269662,0.2696629213483146,0.5393258426966292,0.1348314606741573,0.2696629213483146,0.9438202247191012,1.8876404494382024
P.J. Washington,DAL,31,31,980,190,39,96,40.6,26,30,86.7,105,55.3,48,25.3,16,8.4,23,12.1,16,8.4,1.1387755102040815,1.1387755102040815,6.979591836734693,1.4326530612244897,3.5265306122448976,1.4914285714285715,0.9551020408163264,1.1020408163265305,3.1848979591836737,3.8571428571428568,2.031428571428571,1.7632653061224488,0.9293877551020409,0.5877551020408164,0.3085714285714286,0.8448979591836735,0.4444897959183673,0.5877551020408164,0.3085714285714286
Spencer Dinwiddie,DAL,37,37,962,272,65,115,56.5,40,52,76.9,176,64.7,113,41.5,28,10.3,11,4.0,26,9.6,1.3846153846153846,1.3846153846153846,10.17879417879418,2.4324324324324325,4.303534303534303,2.1143451143451144,1.496881496881497,1.945945945945946,2.877754677754678,6.586278586278587,2.421205821205821,4.228690228690229,1.5530145530145532,1.0478170478170479,0.38544698544698547,0.41164241164241167,0.1496881496881497,0.972972972972973,0.3592515592515592
Aaron Gordon,DEN,33,33,904,91,20,46,43.5,27,30,90.0,71,78.0,24,26.4,5,5.5,4,4.4,15,16.5,1.3141592920353982,1.3141592920353982,3.6238938053097347,0.7964601769911505,1.8318584070796462,1.7323008849557522,1.075221238938053,1.1946902654867257,3.584070796460177,2.827433628318584,3.1061946902654864,0.9557522123893805,1.0513274336283185,0.19911504424778761,0.21902654867256638,0.1592920353982301,0.17522123893805314,0.5973451327433629,0.6570796460176991
Christian Braun,DEN,48,48,1615,142,35,61,57.4,20,22,90.9,92,64.8,60,42.3,20,14.1,6,4.2,11,7.7,1.069969040247678,1.069969040247678,3.165325077399381,0.7801857585139319,1.3597523219814243,1.2795046439628481,0.44582043343653255,0.4904024767801858,2.0262538699690404,2.0507739938080496,1.4444582043343654,1.3374613003095974,0.9429102167182662,0.44582043343653255,0.31430340557275543,0.13374613003095975,0.09362229102167183,0.2452012383900929,0.171640866873065
Dario Šarić,DEN,7,7,71,4,1,1,100.0,2,2,100.0,4,100.0,1,25.0,0,0.0,0,0.0,1,25.0,3.549295774647887,3.549295774647887,2.028169014084507,0.5070422535211268,0.5070422535211268,50.70422535211267,1.0140845070422535,1.0140845070422535,50.70422535211267,2.028169014084507,50.70422535211267,0.5070422535211268,12.676056338028168,0.0,0.0,0.0,0.0,0.5070422535211268,12.676056338028168
DeAndre Jordan,DEN,37,37,451,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.953436807095344,2.953436807095344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Tyson,DEN,30,30,268,7,0,3,0.0,4,4,100.0,4,57.1,2,28.6,0,0.0,0,0.0,2,28.6,4.029850746268657,4.029850746268657,0.9402985074626865,0.0,0.40298507462686567,0.0,0.5373134328358209,0.5373134328358209,13.432835820895523,0.5373134328358209,7.670149253731343,0.26865671641791045,3.8417910447761194,0.0,0.0,0.0,0.0,0.26865671641791045,3.8417910447761194
Jalen Pickett,DEN,31,31,398,52,11,24,45.8,0,0,0.0,23,44.2,25,48.1,8,15.4,3,5.8,0,0.0,2.8040201005025125,2.8040201005025125,4.703517587939698,0.9949748743718594,2.170854271356784,4.142713567839196,0.0,0.0,0.0,2.080402010050251,3.997989949748744,2.2613065326633164,4.350753768844221,0.7236180904522613,1.3929648241206032,0.271356783919598,0.5246231155778894,0.0,0.0
Jamal Murray,DEN,41,41,1460,461,117,225,52.0,40,46,87.0,284,61.6,183,39.7,56,12.1,16,3.5,23,5.0,1.010958904109589,1.010958904109589,11.367123287671234,2.8849315068493153,5.5479452054794525,1.2821917808219179,0.9863013698630136,1.1342465753424658,2.1452054794520548,7.002739726027397,1.5189041095890412,4.512328767123288,0.9789041095890412,1.3808219178082193,0.29835616438356166,0.39452054794520547,0.0863013698630137,0.5671232876712329,0.1232876712328767
Julian Strawther,DEN,41,41,951,148,42,82,51.2,18,20,90.0,102,68.9,49,33.1,5,3.4,2,1.4,10,6.8,1.55205047318612,1.55205047318612,5.6025236593059935,1.5899053627760253,3.10410094637224,1.9381703470031546,0.6813880126182965,0.7570977917981073,3.4069400630914823,3.861198738170347,2.6082018927444794,1.8548895899053628,1.2529968454258675,0.18927444794952683,0.12870662460567822,0.07570977917981073,0.05299684542586751,0.37854889589905366,0.25741324921135644
Michael Porter Jr.,DEN,47,47,1569,124,34,59,57.6,19,24,79.2,88,71.0,39,31.5,10,8.1,12,9.7,12,9.7,1.0783938814531548,1.0783938814531548,2.8451242829827916,0.780114722753346,1.3537284894837476,1.3216061185468453,0.4359464627151052,0.5506692160611855,1.817208413001912,2.019120458891013,1.6290630975143403,0.8948374760994264,0.7227533460803058,0.2294455066921606,0.18585086042065008,0.27533460803059273,0.2225621414913958,0.27533460803059273,0.2225621414913958
Nikola Jokić,DEN,46,46,1659,196,52,93,55.9,22,32,68.8,130,66.3,61,31.1,17,8.7,13,6.6,16,8.2,0.9981916817359855,0.9981916817359855,4.253164556962025,1.1283905967450272,2.0180831826401446,1.213019891500904,0.4773960216998192,0.6943942133815552,1.4929475587703436,2.820976491862568,1.4386980108499097,1.3236889692585896,0.6748643761301989,0.3688969258589512,0.18878842676311028,0.2820976491862568,0.14321880650994573,0.3471971066907776,0.17793851717902348
PJ Hall,DEN,12,12,37,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11.675675675675677,11.675675675675677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peyton Watson,DEN,40,40,983,73,18,36,50.0,10,12,83.3,48,65.8,23,31.5,7,9.6,7,9.6,6,8.2,1.4649033570701935,1.4649033570701935,2.673448626653103,0.659206510681587,1.318413021363174,1.8311291963377416,0.36622583926754837,0.43947100712105797,3.0506612410986773,1.7578840284842319,2.4097660223804676,0.8423194303153612,1.1536113936927772,0.25635808748728384,0.35157680569684635,0.25635808748728384,0.35157680569684635,0.21973550356052898,0.30030518819938956
Russell Westbrook,DEN,43,43,1185,397,66,124,53.2,33,52,63.5,170,42.8,193,48.6,57,14.4,34,8.6,26,6.5,1.3063291139240505,1.3063291139240505,12.060759493670886,2.0050632911392405,3.7670886075949364,1.6162025316455697,1.0025316455696203,1.579746835443038,1.929113924050633,5.1645569620253164,1.300253164556962,5.8632911392405065,1.4764556962025317,1.731645569620253,0.43746835443037974,1.0329113924050632,0.26126582278481014,0.789873417721519,0.19746835443037974
Spencer Jones,DEN,13,13,54,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8.666666666666666,8.666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Alexander,DEN,14,14,68,15,6,9,66.7,0,0,0.0,12,80.0,6,40.0,2,13.3,0,0.0,0,0.0,7.411764705882352,7.411764705882352,7.9411764705882355,3.1764705882352944,4.764705882352941,35.311764705882354,0.0,0.0,0.0,6.352941176470589,42.35294117647059,3.1764705882352944,21.176470588235293,1.0588235294117647,7.041176470588235,0.0,0.0,0.0,0.0
Vlatko Čančar,DEN,2,2,35,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.057142857142857,2.057142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeke Nnaji,DEN,36,36,416,14,2,4,50.0,1,2,50.0,5,35.7,7,50.0,2,14.3,1,7.1,1,7.1,3.1153846153846154,3.1153846153846154,1.2115384615384615,0.17307692307692307,0.34615384615384615,4.326923076923077,0.08653846153846154,0.17307692307692307,4.326923076923077,0.4326923076923077,3.089423076923077,0.6057692307692307,4.326923076923077,0.17307692307692307,1.2375,0.08653846153846154,0.6144230769230768,0.08653846153846154,0.6144230769230768
Ausar Thompson,DET,34,34,763,141,33,63,52.4,16,26,61.5,82,58.2,46,32.6,11,7.8,13,9.2,13,9.2,1.6041939711664481,1.6041939711664481,6.652686762778506,1.5570117955439058,2.9724770642201834,2.472346002621232,0.7549148099606815,1.2267365661861076,2.9017038007863696,3.8689384010484926,2.746002621231979,2.1703800786369594,1.5381389252948885,0.5190039318479686,0.3680209698558322,0.6133682830930538,0.43407601572739185,0.6133682830930538,0.43407601572739185
Bobi Klintman,DET,4,4,11,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.090909090909092,13.090909090909092,3.272727272727273,0.0,3.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cade Cunningham,DET,38,38,1309,600,171,328,52.1,85,100,85.0,437,72.8,173,28.8,62,10.3,34,5.7,50,8.3,1.0450725744843392,1.0450725744843392,16.50114591291062,4.702826585179526,9.02062643239114,1.4328495034377389,2.3376623376623376,2.750190985485103,2.3376623376623376,12.018334606569901,2.002139037433155,4.757830404889228,0.7920550038197097,1.7051184110007638,0.2832696715049656,0.9350649350649352,0.15676088617265088,1.3750954927425516,0.2282658517952636
Daniss Jenkins,DET,3,3,5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21.599999999999998,21.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Schröder,DET,37,37,999,355,70,157,44.6,46,54,85.2,194,54.6,141,39.7,34,9.6,14,3.9,27,7.6,1.3333333333333333,1.3333333333333333,12.792792792792792,2.5225225225225225,5.6576576576576585,1.6072072072072072,1.6576576576576578,1.945945945945946,3.07027027027027,6.9909909909909915,1.9675675675675675,5.081081081081082,1.430630630630631,1.2252252252252254,0.3459459459459459,0.5045045045045045,0.14054054054054055,0.972972972972973,0.27387387387387385
Isaiah Stewart,DET,38,38,774,16,3,11,27.3,1,2,50.0,8,50.0,2,12.5,1,6.3,2,12.5,1,6.3,1.7674418604651163,1.7674418604651163,0.7441860465116279,0.13953488372093023,0.5116279069767442,1.2697674418604652,0.046511627906976744,0.09302325581395349,2.325581395348837,0.37209302325581395,2.325581395348837,0.09302325581395349,0.5813953488372092,0.046511627906976744,0.2930232558139535,0.09302325581395349,0.5813953488372092,0.046511627906976744,0.2930232558139535
Jaden Ivey,DET,14,14,451,144,34,65,52.3,15,24,62.5,84,58.3,49,34.0,11,7.6,15,10.4,12,8.3,1.1175166297117518,1.1175166297117518,11.494456762749445,2.7139689578713972,5.188470066518847,4.1747228381374715,1.1973392461197339,1.9157427937915743,4.988913525498892,6.70509977827051,4.653658536585366,3.9113082039911307,2.7139689578713972,0.8780487804878049,0.6066518847006651,1.1973392461197339,0.8301552106430156,0.9578713968957872,0.6625277161862528
Jalen Duren,DET,43,43,1145,88,29,52,55.8,14,18,77.8,74,84.1,14,15.9,4,4.5,9,10.2,9,10.2,1.3519650655021835,1.3519650655021835,2.766812227074236,0.9117903930131004,1.634934497816594,1.754410480349345,0.440174672489083,0.565938864628821,2.446113537117904,2.3266375545851528,2.6441921397379913,0.440174672489083,0.4999126637554585,0.125764192139738,0.14148471615720526,0.2829694323144105,0.3206986899563319,0.2829694323144105,0.3206986899563319
Lindy Waters III,DET,27,27,335,20,4,9,44.4,0,0,0.0,8,40.0,10,50.0,1,5.0,0,0.0,0,0.0,2.901492537313433,2.901492537313433,2.1492537313432836,0.4298507462686567,0.9671641791044776,4.771343283582089,0.0,0.0,0.0,0.8597014925373134,4.298507462686567,1.0746268656716418,5.3731343283582085,0.10746268656716418,0.5373134328358209,0.0,0.0,0.0,0.0
Malik Beasley,DET,44,44,1224,119,35,74,47.3,15,22,68.2,86,72.3,29,24.4,8,6.7,3,2.5,11,9.2,1.2941176470588234,1.2941176470588234,3.5,1.0294117647058822,2.176470588235294,1.391176470588235,0.4411764705882353,0.6470588235294117,2.0058823529411764,2.5294117647058822,2.126470588235294,0.8529411764705882,0.7176470588235293,0.23529411764705882,0.1970588235294118,0.08823529411764705,0.07352941176470588,0.32352941176470584,0.27058823529411763
Marcus Sasser,DET,30,30,416,85,18,32,56.3,10,14,71.4,47,55.3,38,44.7,9,10.6,5,5.9,7,8.2,2.596153846153846,2.596153846153846,7.355769230769231,1.5576923076923077,2.769230769230769,4.872115384615384,0.8653846153846154,1.2115384615384615,6.178846153846154,4.0673076923076925,4.785576923076923,3.2884615384615383,3.868269230769231,0.7788461538461539,0.9173076923076923,0.4326923076923077,0.5105769230769232,0.6057692307692307,0.7096153846153845
Paul Reed,DET,22,22,190,9,0,5,0.0,0,0,0.0,0,0.0,4,44.4,1,11.1,0,0.0,0,0.0,4.168421052631579,4.168421052631579,1.7052631578947368,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.7578947368421053,8.412631578947368,0.18947368421052632,2.103157894736842,0.0,0.0,0.0,0.0
Ronald Holland II,DET,44,44,700,114,32,59,54.2,19,22,86.4,86,75.4,29,25.4,8,7.0,6,5.3,11,9.6,2.262857142857143,2.262857142857143,5.862857142857143,1.6457142857142857,3.0342857142857143,2.7874285714285714,0.9771428571428571,1.1314285714285715,4.443428571428572,4.422857142857143,3.877714285714286,1.4914285714285713,1.306285714285714,0.4114285714285714,0.36,0.3085714285714286,0.2725714285714286,0.5657142857142857,0.49371428571428566
Simone Fontecchio,DET,38,38,637,69,13,36,36.1,10,12,83.3,37,53.6,18,26.1,4,5.8,8,11.6,6,8.7,2.1475667189952903,2.1475667189952903,3.8995290423861855,0.7346938775510203,2.034536891679749,2.040188383045526,0.5651491365777079,0.6781789638932496,4.707692307692308,2.0910518053375196,3.029199372056515,1.0172684458398744,1.475039246467818,0.2260596546310832,0.32778649921507064,0.4521193092621664,0.6555729984301413,0.3390894819466248,0.4916797488226059
Tim Hardaway Jr.,DET,41,41,1166,79,24,43,55.8,15,18,83.3,65,82.3,22,27.8,10,12.7,4,5.1,9,11.4,1.2658662092624358,1.2658662092624358,2.4391080617495713,0.7409948542024014,1.327615780445969,1.722813036020583,0.4631217838765009,0.5557461406518011,2.5718696397941683,2.006861063464837,2.5409948542024012,0.6792452830188679,0.858319039451115,0.30874785591766724,0.39210977701543737,0.1234991423670669,0.15746140651801027,0.27787307032590053,0.3519725557461406
Tobias Harris,DET,40,40,1298,165,46,94,48.9,16,20,80.0,111,67.3,50,30.3,16,9.7,9,5.5,10,6.1,1.1093990755007703,1.1093990755007703,4.576271186440678,1.275808936825886,2.6070878274268106,1.3562403697996916,0.4437596302003082,0.5546995377503852,2.2187981510015407,3.078582434514638,1.8665639445300461,1.386748844375963,0.8403697996918337,0.4437596302003082,0.2690292758089368,0.24961479198767333,0.15254237288135594,0.2773497688751926,0.1691833590138675
Brandin Podziemski,GSW,38,38,1004,207,41,89,46.1,25,30,83.3,108,52.2,89,43.0,13,6.3,11,5.3,15,7.2,1.3625498007968129,1.3625498007968129,7.422310756972112,1.4701195219123506,3.1912350597609564,1.652988047808765,0.896414342629482,1.0756972111553784,2.986852589641434,3.8725099601593627,1.8717131474103585,3.1912350597609564,1.5418326693227091,0.4661354581673307,0.2258964143426295,0.39442231075697215,0.19003984063745022,0.5378486055776892,0.25816733067729086
Buddy Hield,GSW,48,48,1082,124,21,43,48.8,4,4,100.0,46,37.1,66,53.2,12,9.7,10,8.1,2,1.6,1.5970425138632163,1.5970425138632163,4.1256931608133085,0.6987060998151571,1.4306839186691314,1.6236598890942697,0.133086876155268,0.133086876155268,3.327171903881701,1.530499075785582,1.234380776340111,2.1959334565619226,1.7700554528650647,0.39926062846580407,0.322735674676525,0.3327171903881701,0.26950092421441774,0.066543438077634,0.05323475046210721
Draymond Green,GSW,42,42,1218,109,13,40,32.5,15,22,68.2,42,38.5,49,45.0,14,12.8,6,5.5,11,10.1,1.2413793103448276,1.2413793103448276,3.221674876847291,0.3842364532019705,1.1822660098522169,0.960591133004926,0.4433497536945813,0.6502463054187192,2.0157635467980297,1.2413793103448276,1.1379310344827587,1.4482758620689655,1.330049261083744,0.41379310344827586,0.3783251231527094,0.17733990147783252,0.1625615763546798,0.3251231527093596,0.2985221674876847
Gary Payton II,GSW,36,36,545,26,6,11,54.5,2,2,100.0,14,53.8,13,50.0,5,19.2,1,3.8,1,3.8,2.377981651376147,2.377981651376147,1.7174311926605506,0.3963302752293578,0.726605504587156,3.6,0.13211009174311927,0.13211009174311927,6.605504587155964,0.9247706422018349,3.5537614678899083,0.8587155963302753,3.302752293577982,0.3302752293577982,1.268256880733945,0.06605504587155964,0.2510091743119266,0.06605504587155964,0.2510091743119266
Gui Santos,GSW,36,36,510,42,4,9,44.4,2,2,100.0,10,23.8,28,66.7,6,14.3,3,7.1,1,2.4,2.541176470588235,2.541176470588235,2.9647058823529413,0.2823529411764706,0.6352941176470588,3.1341176470588232,0.1411764705882353,0.1411764705882353,7.0588235294117645,0.7058823529411764,1.6800000000000002,1.9764705882352942,4.708235294117648,0.4235294117647059,1.0094117647058825,0.21176470588235294,0.5011764705882353,0.07058823529411765,0.16941176470588235
Jackson Rowe,GSW,4,4,23,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6.260869565217391,6.260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Butler III,GSW,36,36,1140,453,54,118,45.8,88,105,83.8,203,44.8,246,54.3,58,12.8,17,3.8,54,11.9,1.1368421052631579,1.1368421052631579,14.305263157894737,1.7052631578947368,3.7263157894736842,1.446315789473684,2.778947368421053,3.31578947368421,2.646315789473684,6.410526315789474,1.4147368421052628,7.768421052631579,1.7147368421052631,1.831578947368421,0.4042105263157895,0.5368421052631579,0.12,1.7052631578947368,0.3757894736842105
Jonathan Kuminga,GSW,28,28,638,189,47,95,49.5,37,56,66.1,132,69.8,52,27.5,8,4.2,11,5.8,28,14.8,1.5799373040752351,1.5799373040752351,10.664576802507836,2.652037617554859,5.360501567398119,2.793103448275862,2.0877742946708464,3.1598746081504703,3.7297805642633226,7.448275862068965,3.9385579937304076,2.934169278996865,1.5517241379310347,0.45141065830721,0.2369905956112853,0.6206896551724138,0.32727272727272727,1.5799373040752351,0.8351097178683385
Kevin Knox II,GSW,11,11,70,11,6,7,85.7,0,0,0.0,12,109.1,1,9.1,0,0.0,2,18.2,0,0.0,5.657142857142857,5.657142857142857,5.657142857142857,3.085714285714286,3.6,44.07428571428572,0.0,0.0,0.0,6.171428571428572,56.10857142857142,0.5142857142857142,4.68,0.0,0.0,1.0285714285714285,9.36,0.0,0.0
Kevon Looney,GSW,45,45,692,19,3,12,25.0,1,2,50.0,7,36.8,5,26.3,2,10.5,1,5.3,1,5.3,2.3410404624277454,2.3410404624277454,0.9884393063583815,0.1560693641618497,0.6242774566473988,1.300578034682081,0.05202312138728323,0.10404624277456646,2.601156069364162,0.36416184971098264,1.9144508670520228,0.26011560693641617,1.368208092485549,0.10404624277456646,0.546242774566474,0.05202312138728323,0.27572254335260116,0.05202312138728323,0.27572254335260116
Moses Moody,GSW,45,45,1030,130,29,57,50.9,22,30,73.3,81,62.3,45,34.6,10,7.7,9,6.9,15,11.5,1.5728155339805825,1.5728155339805825,4.543689320388349,1.0135922330097087,1.992233009708738,1.7790291262135922,0.7689320388349514,1.0485436893203883,2.5619417475728157,2.8310679611650484,2.17747572815534,1.5728155339805825,1.2093203883495147,0.3495145631067961,0.26912621359223304,0.31456310679611654,0.24116504854368934,0.5242718446601942,0.40194174757281553
Pat Spencer,GSW,24,24,121,41,5,17,29.4,1,2,50.0,11,26.8,17,41.5,2,4.9,2,4.9,1,2.4,7.140495867768595,7.140495867768595,12.198347107438016,1.487603305785124,5.0578512396694215,8.747107438016528,0.2975206611570248,0.5950413223140496,14.87603305785124,3.272727272727273,7.973553719008264,5.0578512396694215,12.347107438016529,0.5950413223140496,1.4578512396694217,0.5950413223140496,1.4578512396694217,0.2975206611570248,0.7140495867768595
Quinten Post,GSW,26,26,463,24,2,9,22.2,0,0,0.0,5,20.8,9,37.5,3,12.5,5,20.8,0,0.0,2.021598272138229,2.021598272138229,1.8660907127429804,0.15550755939524838,0.6997840172786177,1.726133909287257,0.0,0.0,0.0,0.3887688984881209,1.6172786177105831,0.6997840172786177,2.915766738660907,0.23326133909287255,0.9719222462203023,0.3887688984881209,1.6172786177105831,0.0,0.0
Stephen Curry,GSW,41,41,1305,338,70,143,49.0,36,38,94.7,182,53.8,146,43.2,33,9.8,18,5.3,20,5.9,1.1310344827586205,1.1310344827586205,9.324137931034482,1.9310344827586208,3.9448275862068964,1.3517241379310345,0.993103448275862,1.0482758620689656,2.6124137931034483,5.020689655172413,1.4841379310344829,4.027586206896552,1.1917241379310346,0.9103448275862069,0.2703448275862069,0.496551724137931,0.14620689655172414,0.5517241379310345,0.1627586206896552
Trayce Jackson-Davis,GSW,33,33,471,20,9,13,69.2,2,4,50.0,20,100.0,5,25.0,1,5.0,0,0.0,2,10.0,2.522292993630573,2.522292993630573,1.5286624203821655,0.6878980891719745,0.9936305732484076,5.289171974522293,0.15286624203821655,0.3057324840764331,3.821656050955414,1.5286624203821655,7.643312101910828,0.38216560509554137,1.910828025477707,0.07643312101910828,0.38216560509554137,0.0,0.0,0.15286624203821655,0.7643312101910827
Aaron Holiday,HOU,39,39,487,85,15,29,51.7,9,10,90.0,39,45.9,42,49.4,9,10.6,7,8.2,5,5.9,2.8829568788501025,2.8829568788501025,6.283367556468173,1.108829568788501,2.1437371663244353,3.8217659137577003,0.6652977412731006,0.7392197125256673,6.652977412731006,2.8829568788501025,3.393018480492813,3.104722792607803,3.6517453798767967,0.6652977412731006,0.7835728952772074,0.5174537987679672,0.6061601642710471,0.36960985626283366,0.43613963039014375
Alperen Sengun,HOU,52,52,1619,391,114,211,54.0,44,72,61.1,276,70.6,100,25.6,32,8.2,30,7.7,37,9.5,1.1562693020382953,1.1562693020382953,8.694255713403336,2.534898085237801,4.691785052501545,1.2007411982705374,0.9783817171093268,1.6009882643607165,1.3586164298949968,6.137121680049413,1.569857936998147,2.2235948116121063,0.5692402717726993,0.711550339715874,0.1823347745521927,0.6670784434836319,0.17121680049413218,0.8227300802964793,0.2112415071031501
Amen Thompson,HOU,43,43,1364,302,54,112,48.2,26,34,76.5,136,45.0,143,47.4,34,11.3,22,7.3,18,6.0,1.1348973607038122,1.1348973607038122,7.970674486803519,1.4252199413489737,2.9560117302052786,1.2721407624633432,0.686217008797654,0.8973607038123167,2.0190615835777126,3.589442815249267,1.1876832844574778,3.774193548387097,1.2510263929618768,0.8973607038123167,0.2982404692082112,0.5806451612903225,0.19266862170087978,0.4750733137829912,0.1583577712609971
Cam Whitmore,HOU,30,30,414,67,15,35,42.9,13,16,81.3,43,64.2,19,28.4,4,6.0,5,7.5,8,11.9,2.608695652173913,2.608695652173913,5.826086956521739,1.3043478260869565,3.0434782608695654,3.7304347826086954,1.1304347826086958,1.391304347826087,7.069565217391304,3.739130434782609,5.5826086956521745,1.6521739130434783,2.469565217391304,0.34782608695652173,0.5217391304347826,0.43478260869565216,0.6521739130434783,0.6956521739130435,1.0347826086956522
David Roddy,HOU,9,9,101,19,2,3,66.7,0,0,0.0,4,21.1,14,73.7,3,15.8,1,5.3,0,0.0,3.2079207920792077,3.2079207920792077,6.772277227722772,0.7128712871287128,1.0693069306930694,23.774257425742576,0.0,0.0,0.0,1.4257425742574257,7.520792079207921,4.990099009900991,26.26930693069307,1.0693069306930694,5.631683168316831,0.3564356435643564,1.889108910891089,0.0,0.0
Dillon Brooks,HOU,49,49,1578,192,40,106,37.7,21,28,75.0,104,54.2,61,31.8,19,9.9,9,4.7,14,7.3,1.11787072243346,1.11787072243346,4.380228136882129,0.9125475285171103,2.418250950570342,0.8600760456273765,0.4790874524714829,0.6387832699619772,1.7110266159695817,2.372623574144487,1.2365019011406844,1.3916349809885933,0.7254752851711026,0.43346007604562736,0.2258555133079848,0.20532319391634982,0.10722433460076046,0.3193916349809886,0.16653992395437262
